Ranking,team_id,name,acronym,slug,region,elo
237,107581296208168309,Tomorrow Esports,TMR,tomorrow-esports,North Regional League,1008.2692331290718
238,104710373370426042,CR4ZY,C4,cr4zy,Esports Balkan League,1006.5983985250207
239,107456419134134246,Astralis Talent,ASTL,astralis-talent,NLC,1006.4054246990951
240,110733877357854829,Gentle Hearts Gaming,GHG,gentle-hearts-gaming,LCS Challengers Qualifiers,1005.5751854445904
241,105537226118106446,Axolotl Esports,AXL,axolotl,PG Nationals,1005.5674019085654
242,109783124183318312,University of St. Trevor,UST,university-of-st-trevor,LCS Challengers Qualifiers,1004.0238142203361
243,110733864366329081,Team E Turner,TET,team-e-turner,LCS Challengers Qualifiers,1003.8112502912973
244,104710343016706538,7more7 Pompa Team,PT7,7more7-pompa-team,Ultraliga,1002.5057667586427
245,109485351596724390,Los Grandes Academy,LOS,los-grandes-academy,CBLOL Academy,1002.5000561414363
246,105357803054359120,Bwipo Dream Team,BWI,bwipo-dream-team,All-Star Event,1002.4940037306484
247,98767991846127102,ahq eSports Club,AHQ,ahq-esports-club,PCS,1001.8649449261518
248,105554088239949229,x25 Esports,X25,x25-esports,Esports Balkan League,1001.5577820997262
249,103877879209300619,Vipers Inc,VIP,vipers-inc,EMEA Masters,1001.2559962693516
250,105193481874236222,LCL-All-Stars,LCL,lcl-all-stars,All-Star Event,1001.2529981519237
251,105193385417106233,LLA All-Stars,LLA,llaallstars,All-Star Event,1001.2529981519237
252,105351737774956843,LPL Legends,LPLL,lpl-legends,All-Star Event,1001.25
253,105301755072677196,LCK Queue Kings,LCKQ,lckqueuekings,All-Star Event,1001.25
254,105351835580819729,LCS Queue Kings,LCSQ,lcs-queue-kings,All-Star Event,1001.25
255,99124844354766222,PCS All-Stars,PCS1,pcs-all-stars,All-Star Event,1001.25
256,105193554293818475,LJL All-Stars,LJL,ljlallstars,All-Star Event,1001.25
257,105301786369976273,LEC Legends,LECL,leclegends,All-Star Event,1001.25
258,105193571520283762,OPL All-Stars,OPLO,opl-all-stars,All-Star Event,1001.2470018480763
259,105301877841257613,VCS All Stars,VCS,vcs-all-stars,All-Star Event,1001.2470018480763
260,102787200145472495,Defusekids,DKI,defusekids,EMEA Masters,1001.2440324950659
261,98767991959203254,Team oNe e-Sports,ONEE,team-one-e-sports,CBLOL,1001.2127635738985
262,105536952747658409,MKERS,MKS,mkers,PG Nationals,1001.1851477296101
263,108160026618060825,UCI Esports,UCI,uci-esports,College Championship,1000.1601281909213
264,103743162394217975,Santos HotForex,SAN,santos-hotforex,CBLOL,1000.0119980638482
265,99124844353216570,LCK All-Stars,LCK,lck-allstars,All-Star Event,999.9970018825721
266,99124844358677975,LEC All-Stars,LEC,eu-lcs-allstars,All-Star Event,999.9970018480763
267,99124844355850858,LCS All-Stars,LCSS,lcs-all-stars,All-Star Event,999.9970018480763
268,109783130654973406,Godel Gamers,GODL,godel-gamers,LCS Challengers Qualifiers,999.9913469318033
269,106295024192678387,Gaia Esports,GAIA,gaia-esports,PG Nationals,998.9833124725479
270,108078422885368642,Panathinaikos Esports,PAO,panathinaikos-esports,Greek Legends League,998.8070051030121
271,103877756742242918,Racoon,RCN,racoon,EMEA Masters,998.7648758418111
272,105351724613755142,LPL Queue Kings,LPLQ,lpl-queue-kings,All-Star Event,998.75
273,105301791701328923,LEC Queue Kings,LECQ,lecqueuekings,All-Star Event,998.75
274,99124844361058275,CBLOL All-Stars,BR,all-stars-cblol,All-Star Event,998.75
275,105352091319919029,LCS Legends,LCSL,lcs-legends,All-Star Event,998.75
276,105301773561628001,LCK Legends,LCKL,lcklegends,All-Star Event,998.75
277,99124844362174905,TCL All-Stars,TCL,all-stars-tur,All-Star Event,998.75
278,99566405944694628,Pixel Esports Club,PIX,pixel-esports-club,LLA,998.7293140115925
279,109981647134921596,CCG Esports,CCG,ccg-esports,LCS Challengers Qualifiers,998.486130838146
280,105519562229907355,Barrage Esports,BRG,barrage-esports,NLC,998.3324671669662
281,106302119383559530,Galaxy Racer,GXR,galaxy-racer,NLC,997.5563587601056
282,103877774634323825,YDN Gamers,YDN,ydn-gamers,EMEA Masters,997.5356765350584
283,107251307514079872,LXE ESPORTS,LX,lxe-esports,VCS,997.5356493906411
284,103877976717529187,Intrepid Fox Gaming,IF,intrepid-fox-gaming,EMEA Masters,997.5119493935589
285,105357804699574324,CoreJJ Dream Team,CJJ,corejj-dream-team,All-Star Event,997.5059962693516
286,105536738266035235,Cyberground Gaming,CGG,cyberground-gaming,PG Nationals,997.0330864288215
287,106250729133367861,Olympiacos Alimou esports,GOAL,olympiacos-alimou-esports,Greek Legends League,996.7738849895014
288,108159996371573462,Maryville University,MU,maryville-university,College Championship,996.7734442868752
289,107251941920386009,BTS ESPORTS,SKY,bts-esports,VCS,995.4316374664503
290,99124844356912967,LPL All-Stars,LPL,lpl-allstars,All-Star Event,995.0089944212754
291,98767991897792379,Hong Kong Attitude,HKA,hong-kong-attitude,PCS,994.7124685990154
292,99566406334639907,Legacy Esports,LGC,legacy-esports,LCO,993.8765509464293
293,99566408561605102,XTEN Esports,XTN,xten-esports,LLA,993.4495978221759
294,102141671181705193,Michigan State University,MSU,michigan-state-university,College Championship,992.5809376855926
295,102141671185899507,University of Western Ontario,UWO,university-of-western-ontario,College Championship,992.5809376855926
296,105550059790656435,T1 Esports Academy,T1,t1-challengers,LCK Challengers,992.5728049743201
297,102825747701670848,Azules Esports,UCH,azules-esports,LLA,992.5626269514106
298,103877554248683116,Schalke 04 Evolution,S04E,schalke-04-evolution,Prime League,991.7416918446291
299,106269859169658575,Impunity Esports,IMP,impunity-esports,PCS,991.5819981089073
300,104710383210356454,LowLandLions,LION,lowlandlions,Elite Series,991.5015649895145
301,102787200159169580,Godsent,GOD,godsent,NLC,991.0449394788059
302,105521402545275594,Gentlemen's Gaming,GGM,gentlemens-gaming,Ultraliga,990.176481329164
303,105536980594429116,Romulea eSport,RML,romulea-esport,PG Nationals,990.0846486286495
304,105520713962793016,Granit Gaming,GRNT,granit-gaming,NLC,990.059954316304
305,100289931264192378,Team Spirit,TSPT,team-spirit,LCL,990.0572908703682
306,104367099322647716,Liyab Esports,LYB,liyab-esports,PCS,989.0785356932514
307,101383793195758800,Redemption Porto Alegre,RDP,redemption-esports,CBLOL,989.0337906684924
308,105521451717484016,Hive Athens EC,HIVE,hive-athens-ec,Greek Legends League,988.9882780015284
309,106222632206917342,Resolve,RSV,resolve,NLC,988.4766540166205
310,107582618156093368,Incubus,INC,incubus,LLA,988.3612936202603
311,109782787975510889,Native Gaming,N8V,native-gaming,LCS Challengers Qualifiers,988.0672376916917
312,106334794714373670,Goexanimo,GOEX,goexanimo,EMEA Masters,986.1132188705669
313,105520824521753126,PSV Esports,PSV,psv-esports,EMEA Masters,986.0172788184424
314,99566405127798575,TSM Challengers,TSM,tsm-academy,LCS Challengers,985.8961677882286
315,105549991104165282,FURIA Academy,FUR,furia-academy,CBLOL Academy,985.7822589347734
316,105549984475833252,Cruzeiro Academy,CRZA,cruzeiro-academy,CBLOL Academy,985.4002586013556
317,109692071893352727,Hell Pigs,HPS,hell-pigs,PCS,985.2379478654694
318,110534728305628996,Kelyx's Grandpa Gamers,OLD,kelyxs-grandpa-gamers,LCS Challengers Qualifiers,985.0475080043694
319,110534749775658790,The Cheese Chasers,NPC,the-cheese-chasers,LCS Challengers Qualifiers,984.9260638605223
320,106806773698472633,Team Aze,AZE,team-aze,LLA,983.9819444039668
321,109696115986547257,Fox Gaming,FOX,fox-gaming,Arabian League,983.1976556206403
322,101383792887446028,MAMMOTH,MEC,mammoth,LCO,982.7860227084495
323,104367072827489994,Berjaya Dragons,BJD,berjaya-dragons,PCS,982.5320804705378
324,106827815539026710,RJ Academy,RJ,rj-academy,LJL Academy,982.3783554837968
325,105537621677160078,Team Queso,TQ,team-queso,SuperLiga,982.3433052813637
326,108203173414485265,HLE Academy,HLE,hle-academy,LCK Academy,982.1160693802403
327,103935642731826448,Sector One,S1,sector-one,Elite Series,981.8048733814147
328,107599485973747723,Grypciocraft Esports,GRP,grypciocraft-esports,Ultraliga,981.4263232799162
329,110534724851488577,Froggy Five,FROG,froggy-five,LCS Challengers Qualifiers,980.9624398496019
330,108203161924300737,DRX Academy,DRX,drx-academy,LCK Academy,980.7992474960885
331,107582184905264520,Waia Snikt,WS,waia-snikt,North Regional League,980.7466939378443
332,105593311172904657,Eclot Gaming,ECT,eclot-gaming,Hitpoint Masters,979.8683263545316
333,105519945593890595,KOVA Esports,KOVA,kova-esports,NLC,979.7755624694502
334,105532840001188717,S2V Esports,S2V,s2v-esports,SuperLiga,979.6794025168649
335,110534714934488523,CB Gaming,CBG,cb-gaming,LCS Challengers Qualifiers,978.7757430694677
336,107597866344501908,Auxesis Esports,AUX,auxesis-esports,Esports Balkan League,978.4746978979002
337,105520784254806142,ION SQUAD,ION,ion-squad,Elite Series,978.2701893336175
338,108203169709977541,BRO Academy,BRO,fredit-brion-academy,LCK Academy,978.0551275390438
339,107581287168722290,The Kings,TK,the-kings,LLA,976.9581218510586
340,104710682193583854,Topo Centras Iron Wolves,WOLF,topo-centras-iron-wolves,Ultraliga,974.8706964684454
341,107598712583969458,EBRO,EBG,ebro-gaming,South Regional League,974.5207730340873
342,110534696811298545,Apex Mission Impossible,AMI,apex-mission-impossible,LCS Challengers Qualifiers,973.7364402328317
343,105553729458550723,Nexus KTRL,NXK,nexus-ktrl,Esports Balkan League,973.7073277081191
344,108159890692353756,St. Clair College,SCC,st-clair-college,LCS Challengers Qualifiers,973.5617982626687
345,99566406070802758,Royal Youth,RYL,royal-bandits-e-sports,TCL,973.4929883248544
346,110733889090164854,Return of the Middlesticks,ROTM,return-of-the-middlesticks,LCS Challengers Qualifiers,972.3429395308428
347,103495716886587312,Beşiktaş,BJK,besiktas,TCL,972.3258700573325
348,100205576307813373,Flamengo ,FLA,flamengo-esports,CBLOL,972.1974736547735
349,103963715924353674,Dragon Army,DA,dragon-army,LCL,972.0758340923081
350,110534732558665825,Komodo,KMD,komodo,LCS Challengers Qualifiers,970.8443217187852
351,107581750701049485,Janus Esports,JNS,janus-esports,North Regional League,970.059824161063
352,101428372830010965,Alpha Esports,ALF,alpha-esports,PCS,969.8460531354442
353,107693836459380354,SAMPI,SMP,sampi,Hitpoint Masters,969.6143782318542
354,101428372598668846,Burning Core,BC,burning-core,LJL,969.3726310352366
355,106827765448944398,DFM Academy,DFM,dfm-academy,LJL Academy,968.7224109778356
356,105543843212923183,Goskilla,GSK,goskilla,Ultraliga,968.4098718831042
357,102787200153467923,BCN Squad,BCN,bcn-squad,SuperLiga,968.1388373646024
358,106371176555003349,NK Osijek Esport,NKOS,nk-osijek-esport,Esports Balkan League,968.122588078359
359,105537408539332006,eMonkeyz SDH,EMZ,emonkeyz-sdh,SuperLiga,967.8356574578772
360,107582178455767077,Pirate Dream,PD,pirate-dream,North Regional League,967.0743358100151
361,105397399468432537,Miners,NMG,netshoes-miners,CBLOL,967.0524228581921
362,110425157952111645,Fourth Wall,4W,fourth-wall,NLC,966.628757818478
363,105503778424809514,EURONICS Gaming,ESG,euronics-gaming,Prime League,966.2328425372453
364,105594176887807460,EFIVE Esports,E5,efive-esports,Liga Portuguesa,965.102767151548
365,107423086908356081,Nyyrikki,NKI,nyyrikki,NLC,964.8268377975963
366,108203166973601408,Liiv SANDBOX Academy,LSB,liiv-sandbox-academy,LCK Academy,964.3917295932032
367,103877589042434434,GamerLegion,GL,gamerlegion,Prime League,964.2744209853649
368,107581212180071788,Peek Gaming,PK,peek-gaming,North Regional League,962.5395530778569
369,106857761435870473,Supernova,SN,supernova,LCS Challengers,962.1386832954473
370,109704625422425316,Benelux United,BLX,benelux-united,Elite Series,961.2980347705927
371,109783170393931575,Conviction,CNV,conviction,LCS Challengers Qualifiers,961.1425538145595
372,110425005562048945,Keypulse Esports,KYP,keypulse-esports,Liga Portuguesa,959.5549902907627
373,105593278887024877,Inaequalis,INAE,inaequalis,Hitpoint Masters,958.9537673042597
374,110424397251619481,Myth Esports,MYTH,myth-esports,Elite Series,957.1653227431393
375,105594101461473671,Karma Clan Esports,KRM,karma-clan-esports,Liga Portuguesa,956.3509926127555
376,105520822049210915,mCon esports,MCON,mcon-lg-ultragear,Elite Series,956.3011782567505
377,108448995754333242,webidoo Gaming,WBD,webidoo-gaming,PG Nationals,956.0302744674981
378,107258254469504696,Team Flash,TF,team-flash,VCS,955.9799455403681
379,107067065368380132,Wild Panthers Esports,WPE,wild-panther-esports,Greek Legends League,955.8661469096777
380,101978171843206569,Vega Squadron,VEG,vega-squadron,LCL,955.6958870888762
381,105515266817621145,Team MCES,MCES,team-mces,La Ligue Française,955.3795815767038
382,110383487456480967,Vertex ESC,VTX,vertex-esc,LCO,954.7960909001962
383,109697683685398040,MAGAZA,MGZ,magaza,Esports Balkan League,953.8608520576635
384,107597858964689090,SOVEJA,SVJ,soveja,Esports Balkan League,953.5930234819742
385,98767991916844003,Kaos Latin Gamers,KLG,kaos-latin-gamers,LLA,953.5261266678042
386,105521239281281237,CowBoySquad Imperials Esports,CBI,cowboysquad-imperials-esports,Greek Legends League,953.1897010734076
387,109539873500788632,EXEED,EXD,exeed,Ultraliga,949.7758510464497
388,107700211633200412,Meta Falcon Team,MFT,meta-falcon-team,PCS,949.5286612613376
389,109692074894483834,West Point Esports,WP,sem9-wpe,PCS,948.6255165589656
390,109676337359108345,Eclipse Gaming,ECG,eclipse-gaming,South Regional League,948.6223688682492
391,107110686951738484,Esports Empire,EE,esports-empire,PG Nationals,947.4695362897988
392,105532791598779236,UCAM,UCAM,ucam-esports-club,SuperLiga,947.3650843822174
393,102787200130988976,ASUS ROG Elite,ASUS,asus-rog-elite,Esports Balkan League,947.188164448331
394,105553684493690219,Split Raiders,STR,split-raiders,Esports Balkan League,946.8922177173282
395,104710359142494900,Samsung Morning Stars,SMS,samsung-morning-stars,PG Nationals,946.2665596277691
396,104843437139220481,Undead BK,UBK,undead-bk,South Regional League,943.323082921832
397,103935421249833954,MAD Lions Madrid,MADM,mad-lions-madrid,SuperLiga,942.3639989912741
398,109696047948627764,GNG Esports,GNG,gng-esports,Arabian League,942.3092541487348
399,109671413728531527,Pentagon Rejects,PTR,pentagon-rejects,Greek Legends League,941.7734025270438
400,107599040773840060,Meta Gaming,MG,meta-gaming,South Regional League,941.6081537408013
401,108361575122450254,Team Fish Taco,TACO,team-fish-taco,LCS Challengers,941.0453223641165
402,106806779752531762,Globant Emerald Team,GET,globant-emerald-team,LLA,940.0530311294222
403,105663527959374033,CTRL PLAY Team,CPT,ctrl-play-team,LCL,938.7537372266387
404,107700208463820785,Hurricane Gaming,HG,hurricane-gaming,PCS,938.484717303026
405,109695924147263860,Triple Esports,TE,triple-esports,Arabian League,937.9246934025513
406,101428372607057464,AXIZ,AXZ,axiz,LJL,937.7205474316952
407,107655539755387391,Varona Esports,VAE,varona-esports,Liga Portuguesa,935.802520273255
408,105520788833075738,KV Mechelen Esports,KVM,kv-mechelen-esports,Elite Series,934.5919628657883
409,105521412995449549,Team ESCA Gaming,ESCA,team-esca-gaming,Ultraliga,934.5428364730365
410,107423083507599175,Vanir,VNR,vanir,NLC,934.3371899799823
411,105503848339138647,PENTA 1860,PTA,penta-1860,Prime League,932.6016910703422
412,107456284318482723,Mirage-Elyandra,ME,mirage-elyandra,La Ligue Française,932.2876846430439
413,109749493607708438,ENEMI3S,NM3,enemi3s,PG Nationals,932.0298901741393
414,105519846782566525,MnM Gaming,MNM,mnm-gaming,NLC,928.1550919700302
415,105503948999800557,E WIE EINFACH E-SPORTS,EWI,e-wie-einfach-e-sports,Prime League,927.783750808617
416,105550042327365041,Gen.G Global Academy,GEN,gen-challengers,LCK Challengers,927.1071701291866
417,107648168744912288,DREN Esports,DREN,dren-esports,PG Nationals,925.9892879268316
418,105593213115128994,Dark Tigers,DTG,dark-tigers,Hitpoint Masters,924.730517497892
419,99566406069969565,Info Yatırım Aurora,AUR,info-yatrm-aurora,TCL,923.5671549575509
420,105521504308341229,Team Refuse,RFS,team-refuse,Greek Legends League,922.370270735357
421,104202382255290736,RENSGA,RNS,rensga,CBLOL,920.9133079718181
422,107179722233063345,Cryptova,OVA,cryptova,Hitpoint Masters,919.7885827464074
423,109675490370327425,Ground Zero,GZ,ground-zero,LCO,917.5017856474317
424,107456355516438414,Eintracht Frankfurt,SGE,eintracht-frankfurt,Prime League,916.405762275279
425,107565448721890834,Domino Esports,DMN,domino-esports,NLC,915.9855505077272
426,109697689430777005,Ankora Gaming,ANK,ankora-gaming,Esports Balkan League,915.4568729279323
427,105536773074826367,GGEsports,GGE,ggesports,PG Nationals,915.1506085392491
428,109539675734129088,Northern Lions Esports,NLE,northern-lions-esports,Elite Series,914.8869272189362
429,103877891572305836,Team Singularity,SNG,team-singularity,NLC,914.6124497254855
430,107468079354897663,Team Oplon,OPL,team-oplon,La Ligue Française,912.9549931873695
431,105515109012592449,IZIDREAM,IZI,izidream,La Ligue Française,911.5137551832217
432,101428372603715124,Crest Gaming Act,CGA,crest-gaming-act,LJL,911.2057542033868
433,99566408221114231,KaBuM! Esports,KBM,kabum-esports,CBLOL,910.2252198679776
434,101383792559569368,All Knights,AK,all-knights,LLA,906.1499426357466
435,105550036134585264,BRO Challengers,BRO,bro-challengers,LCK Challengers,905.8660644534385
436,105503535895066182,Wave Esports,WAVE,wave-esports,Prime League,902.8406562033756
437,102787200138722262,Devils.One,DV1,devilsone,Ultraliga,900.851192344911
438,107598699275015260,Leviatán Esports,LEV,leviatan-esports,LLA,899.6314936945857
439,105521293297166647,Hell Zerolag Esports,HELL,zerolag-esports,Greek Legends League,897.7701030042884
440,99566406066182955,GALAKTICOS,GAL,galakticos,TCL,895.6269037991442
441,105550003470349739,Rensga Academy,RNS,rensga-academy,CBLOL Academy,895.3175528023605
442,107582641798795198,Spectacled Bears,SB,spectacled-bears,South Regional League,894.4009749715149
443,109696138543579708,3BL Esports,3BL,ebl-esports,Arabian League,892.812754827169
444,105550051809743868,Liiv SANDBOX Youth,LSB,lsb-challengers,LCK Challengers,889.4663183620299
445,99566408222831088,Liberty,LBR,liberty,CBLOL,888.4130465856432
446,106827848618374543,BC Academy,BC,bc-academy,LJL Academy,885.7156976114542
447,107437032053655867,Kanga Esports,KNG,kanga-esports,LCO,885.3486345894594
448,108403526900459473,UniQ Esports,UNIQ,uniq,NLC,884.6802835894639
449,109697686032800938,XtremeDominators,XD,xtremedominators,Esports Balkan League,883.6405041587537
450,107635420167535818,SEM9,S9,sem9,PCS,875.88597590924
451,109671201259007744,Team Liquid Honda First,TLF,team-liquid-honda-first,LCS Challengers,874.4774919607736
452,106827823550343961,AXZ Academy,AXZ,axz-academy,LJL Academy,869.4993481709786
453,108319257932089006,Osaka,OSK,osaka,North Regional League,864.4764125292666
454,107564135791716115,Guasones,GSNS,guasones,SuperLiga,863.5420312472603
455,105550024238752685,KDF Challengers,KDF,kwangdong-freecs-challengers,LCK Challengers,857.8768645670322
456,107456352597333899,NNO Prime,NNO,noneedorga,Prime League,853.2642542456989
457,103495716836203404,5 Ronin,5R,5-ronin,TCL,847.8572355204163
458,101383792891050518,Gravitas,GRV,gravitas,LCO,847.5963717349599
459,105593161016793151,Inside Games,ING,inside-games,Hitpoint Masters,838.3205514964598
460,109671193729027761,FLY FAM,FLYF,fly-fam,LCS Challengers,828.7607412729544
461,105521419784127190,Komil&Friends,KNF,komilfriends,Ultraliga,814.2136726691874
462,108517492697602721,Dewish Team,DWT,dewish-team,PCS,812.4227227327697
463,109828279319224248,MGN Box Esports,MBE,mgn-box-esports,VCS,804.0911022769467
464,105594163014588871,Boavista F.C,BFC,boavista-fc,Liga Portuguesa,801.1126584016375
465,108361563004344389,The Last Dance,LAST,the-last-dance,LCS Challengers,794.4065445602797
466,101428372602011186,V3 Esports,V3,v3-esports,LJL,714.011173745815
